REGION	TIK	UIK	TIK.NAME	UIK.NAME	VOTERS	BALLOTS.ISSUED	BALLOTS.CAST	BALLOTS.INVALID	YES	YES.pct	NO	NO.pct
Город Санкт-Петербург	19	1310	Территориальная избирательная комиссия №19	УИК №1310	1155	856	855	8	779	91.11%	68	7.95%
Город Санкт-Петербург	19	1311	Территориальная избирательная комиссия №19	УИК №1311	1249	920	919	6	834	90.75%	79	8.60%
Город Санкт-Петербург	19	1312	Территориальная избирательная комиссия №19	УИК №1312	1527	1128	1126	5	1001	88.90%	120	10.66%
Город Санкт-Петербург	19	1313	Территориальная избирательная комиссия №19	УИК №1313	1908	1407	1405	13	1251	89.04%	141	10.04%
Город Санкт-Петербург	19	1314	Территориальная избирательная комиссия №19	УИК №1314	1549	1147	1146	6	1041	90.84%	99	8.64%
Город Санкт-Петербург	19	1315	Территориальная избирательная комиссия №19	УИК №1315	1338	990	989	7	897	90.70%	85	8.59%
Город Санкт-Петербург	19	1316	Территориальная избирательная комиссия №19	УИК №1316	2249	1653	1652	12	1472	89.10%	168	10.17%
Город Санкт-Петербург	19	1317	Территориальная избирательная комиссия №19	УИК №1317	1917	1419	1418	10	1264	89.14%	144	10.16%
Город Санкт-Петербург	19	1318	Территориальная избирательная комиссия №19	УИК №1318	1943	1580	1580	6	1194	75.57%	380	24.05%
Город Санкт-Петербург	19	1319	Территориальная избирательная комиссия №19	УИК №1319	2221	1820	1820	5	1506	82.75%	309	16.98%
Город Санкт-Петербург	19	1320	Территориальная избирательная комиссия №19	УИК №1320	1737	1286	1285	8	1132	88.09%	145	11.28%
Город Санкт-Петербург	19	1321	Территориальная избирательная комиссия №19	УИК №1321	1564	1158	1157	9	1029	88.94%	119	10.29%
Город Санкт-Петербург	19	1322	Территориальная избирательная комиссия №19	УИК №1322	2216	1652	1650	11	1472	89.21%	167	10.12%
Город Санкт-Петербург	19	1323	Территориальная избирательная комиссия №19	УИК №1323	1689	1248	1247	14	1117	89.57%	116	9.30%
Город Санкт-Петербург	19	1324	Территориальная избирательная комиссия №19	УИК №1324	1067	791	790	7	718	90.89%	65	8.23%
Город Санкт-Петербург	19	1325	Территориальная избирательная комиссия №19	УИК №1325	1659	1212	1210	10	1089	90.00%	111	9.17%
Город Санкт-Петербург	19	1326	Территориальная избирательная комиссия №19	УИК №1326	1455	1087	1087	6	979	90.06%	102	9.38%
Город Санкт-Петербург	19	1327	Территориальная избирательная комиссия №19	УИК №1327	1440	1077	1076	14	947	88.01%	115	10.69%
Город Санкт-Петербург	19	1328	Территориальная избирательная комиссия №19	УИК №1328	1571	1160	1159	7	1032	89.04%	120	10.35%
Город Санкт-Петербург	19	1329	Территориальная избирательная комиссия №19	УИК №1329	1987	681	678	5	377	55.60%	296	43.66%
Город Санкт-Петербург	19	1330	Территориальная избирательная комиссия №19	УИК №1330	1669	1297	1297	4	984	75.87%	309	23.82%
Город Санкт-Петербург	19	1331	Территориальная избирательная комиссия №19	УИК №1331	1068	821	821	2	587	71.50%	232	28.26%
Город Санкт-Петербург	19	1332	Территориальная избирательная комиссия №19	УИК №1332	1919	1623	1623	5	1219	75.11%	399	24.58%
Город Санкт-Петербург	19	1333	Территориальная избирательная комиссия №19	УИК №1333	1063	785	784	10	698	89.03%	76	9.69%
Город Санкт-Петербург	19	1334	Территориальная избирательная комиссия №19	УИК №1334	1055	789	787	14	717	91.11%	56	7.12%
Город Санкт-Петербург	19	1335	Территориальная избирательная комиссия №19	УИК №1335	1802	1494	1493	5	1228	82.25%	260	17.41%
Город Санкт-Петербург	19	1336	Территориальная избирательная комиссия №19	УИК №1336	2362	1894	1891	3	1528	80.80%	360	19.04%
Город Санкт-Петербург	19	1337	Территориальная избирательная комиссия №19	УИК №1337	2788	2059	2057	9	1810	87.99%	238	11.57%
Город Санкт-Петербург	19	1338	Территориальная избирательная комиссия №19	УИК №1338	1927	1602	1574	8	1292	82.08%	274	17.41%
Город Санкт-Петербург	19	1339	Территориальная избирательная комиссия №19	УИК №1339	1711	1262	1261	11	1147	90.96%	103	8.17%
